address,categories,city,country,latitude,longitude,menus.amountMax,menus.amountMin
148 S Barrington Ave,American Restaurant,Los Angeles,US,34.06456347,-118.4690173,12,12
148 S Barrington Ave,American Restaurant,Los Angeles,US,34.06456347,-118.4690173,13,13
148 S Barrington Ave,American Restaurant,Los Angeles,US,34.06456347,-118.4690173,13,13
148 S Barrington Ave,American Restaurant,Los Angeles,US,34.06456347,-118.4690173,15,15
148 S Barrington Ave,American Restaurant,Los Angeles,US,34.06456347,-118.4690173,15,15
801 Saint Emanuel St,Bar,Houston,US,29.75247947,-95.35416442,9.95,9.95
200 E Chestnut St,Italian Restaurant,Chicago,US,41.89854289,-87.6219955,10.99,10.99
200 E Chestnut St,Italian Restaurant,Chicago,US,41.89854289,-87.6219955,10.99,10.99
26900 Newport Rd,Italian Restaurant,Menifee,US,33.68678191,-117.1903038,8.99,8.99
26900 Newport Rd,Italian Restaurant,Menifee,US,33.68678191,-117.1903038,8.99,8.99
26900 Newport Rd,Italian Restaurant,Menifee,US,33.68678191,-117.1903038,8.99,8.99
26900 Newport Rd,Italian Restaurant,Menifee,US,33.68678191,-117.1903038,8.99,8.99
26900 Newport Rd,Italian Restaurant,Menifee,US,33.68678191,-117.1903038,8.99,8.99
26900 Newport Rd,Italian Restaurant,Menifee,US,33.68678191,-117.1903038,4.59,4.59
26900 Newport Rd,Italian Restaurant,Menifee,US,33.68678191,-117.1903038,8.99,8.99
26900 Newport Rd,Italian Restaurant,Menifee,US,33.68678191,-117.1903038,8.99,8.99
26900 Newport Rd,Italian Restaurant,Menifee,US,33.68678191,-117.1903038,8.99,8.99
2111 Stewart Ave,Sandwich Place,Wausau,US,44.95747331,-89.66768203,4.99,4.99
1707 Delaware Ave,Asian Restaurant,Wilmington,US,39.7583638,-75.5626631,12,12
1707 Delaware Ave,Asian Restaurant,Wilmington,US,39.7583638,-75.5626631,12,12
1431 Plaza Pl,Restaurant,Southlake,US,32.945053,-97.12952,8.95,8.95
3505 A Longmire Dr,Restaurant,College Station,US,30.582817,-96.28639,13.99,13.99
3505 A Longmire Dr,Restaurant,College Station,US,30.582817,-96.28639,3.99,3.99
22 Englar Rd,Italian Restaurant,Westminster,US,39.58133698,-76.98956,15.95,9
50a,Pub,Hermosa Beach,US,33.862,-118.400769,9.75,9.75
50a,Pub,Hermosa Beach,US,33.862,-118.400769,11.5,11.5
50a,Pub,Hermosa Beach,US,33.862,-118.400769,3,3
44 N Brentwood,Restaurant,Saint Louis,US,38.649703,-90.341542,5,5
2901 Watson Blvd,Italian Restaurant,Endicott,US,42.11067,-76.02803,9.5,9.5
100 Charlton Rd,American Restaurant,Sturbridge,US,42.12484282,-72.05860695,5.99,5.99
100 Charlton Rd,American Restaurant,Sturbridge,US,42.12484282,-72.05860695,2.99,2.99
100 Charlton Rd,American Restaurant,Sturbridge,US,42.12484282,-72.05860695,2.99,2.99
100 Charlton Rd,American Restaurant,Sturbridge,US,42.12484282,-72.05860695,8.99,8.99
100 Charlton Rd,American Restaurant,Sturbridge,US,42.12484282,-72.05860695,2.99,2.99
401 E Whitestone Blvd,Pizza Place,Cedar Park,US,30.52266137,-97.82690265,5.99,5.99
401 E Whitestone Blvd,Pizza Place,Cedar Park,US,30.52266137,-97.82690265,3.99,3.99
2631 Mcingvale Rd,Food and Beverage,Hernando,US,34.822393,-89.973027,7,7
2631 Mcingvale Rd,Food and Beverage,Hernando,US,34.822393,-89.973027,4.75,4.75
2631 Mcingvale Rd,Food and Beverage,Hernando,US,34.822393,-89.973027,4.75,4.75
14004 E Indiana Ave,Pizza Place,Spokane,US,47.675464,-117.225497,10.75,10.75
555 Soquel Ave,Caterers,Santa Cruz,US,36.97572,-122.01743,5.99,5.99
11981 S Strang Line Rd,Italian Restaurant,Olathe,US,38.90896786,-94.76871014,8.79,8.79
11981 S Strang Line Rd,Italian Restaurant,Olathe,US,38.90896786,-94.76871014,8.79,8.79
11981 S Strang Line Rd,Italian Restaurant,Olathe,US,38.90896786,-94.76871014,8.99,8.99
11981 S Strang Line Rd,Italian Restaurant,Olathe,US,38.90896786,-94.76871014,8.79,8.79
11981 S Strang Line Rd,Italian Restaurant,Olathe,US,38.90896786,-94.76871014,8.79,8.79
11981 S Strang Line Rd,Italian Restaurant,Olathe,US,38.90896786,-94.76871014,8.79,8.79
11981 S Strang Line Rd,Italian Restaurant,Olathe,US,38.90896786,-94.76871014,8.59,8.59
378 Broad St,American Restaurants,Bloomfield,US,40.806263,-74.192924,17,17
378 Broad St,American Restaurants,Bloomfield,US,40.806263,-74.192924,17,17
378 Broad St,American Restaurants,Bloomfield,US,40.806263,-74.192924,5,5
378 Broad St,American Restaurants,Bloomfield,US,40.806263,-74.192924,15,15
28985 Golden Lantern,Restaurant,Laguna Niguel,US,33.54206,-117.69095,2.95,2.95
6007 Us 60 E,Italian Restaurant,Barboursville,US,38.413007,-82.307758,6.99,6.99
6007 Us 60 E,Italian Restaurant,Barboursville,US,38.413007,-82.307758,5.99,5.99
1602 E Forsyth St,Restaurant,Americus,US,32.071243,-84.208984,3.75,3.75
14805 W 64th Ave,Sales Promotions & Counseling Services,Arvada,US,39.812653,-105.166004,12,12
1 Corporate Dr,Deli / Bodega,Shelton,US,41.27626,-73.12953,5.25,5.25
932 S 10th St,Italian Restaurant,Philadelphia,US,39.938407,-75.159763,8.95,8.95
932 S 10th St,Italian Restaurant,Philadelphia,US,39.938407,-75.159763,3.5,3.5
932 S 10th St,Italian Restaurant,Philadelphia,US,39.938407,-75.159763,7.25,7.25
10300 Forest Hill Blvd,Pizza Place,Wellington,US,26.64711379,-80.20931934,116.99,116.99
10300 Forest Hill Blvd,Pizza Place,Wellington,US,26.64711379,-80.20931934,14.29,14.29
14 E 10th St,Sports Bar,Erie,US,42.12574064,-80.08198836,4.99,4.99
1665 Stelton Rd,American Restaurant and Asian Restaurant,Piscataway,US,40.5337146,-74.41911221,7.99,7.99
1665 Stelton Rd,American Restaurant and Asian Restaurant,Piscataway,US,40.5337146,-74.41911221,6.99,6.99
1665 Stelton Rd,American Restaurant and Asian Restaurant,Piscataway,US,40.5337146,-74.41911221,7.99,7.99
1665 Stelton Rd,American Restaurant and Asian Restaurant,Piscataway,US,40.5337146,-74.41911221,4.49,4.49
1665 Stelton Rd,American Restaurant and Asian Restaurant,Piscataway,US,40.5337146,-74.41911221,4.99,4.99
1665 Stelton Rd,American Restaurant and Asian Restaurant,Piscataway,US,40.5337146,-74.41911221,7.99,7.99
1933 5th Ave,American Restaurant,Seattle,US,47.613,-122.3383,16,16
1933 5th Ave,American Restaurant,Seattle,US,47.613,-122.3383,16,16
1933 5th Ave,American Restaurant,Seattle,US,47.613,-122.3383,15,15
1933 5th Ave,American Restaurant,Seattle,US,47.613,-122.3383,15,15
1933 5th Ave,American Restaurant,Seattle,US,47.613,-122.3383,16,16
1933 5th Ave,American Restaurant,Seattle,US,47.613,-122.3383,15,15
1933 5th Ave,American Restaurant,Seattle,US,47.613,-122.3383,15,15
130 Town Center Rd,Deli / Bodega,King Of Prussia,US,40.0945493,-75.36821154,7.29,7.29
1295 Grandview Ave,Restaurant,Columbus,US,39.984147,-83.044937,15,15
3130 Route 10 W,Japanese Restaurant,Denville,US,40.8708844,-74.51648712,10.95,10.95
1203 Walnut St,Vegetarian / Vegan Restaurant,Newton Highlands,US,42.320827,-71.205376,9,9
1203 Walnut St,Vegetarian / Vegan Restaurant,Newton Highlands,US,42.320827,-71.205376,12.5,12.5
1203 Walnut St,Vegetarian / Vegan Restaurant,Newton Highlands,US,42.320827,-71.205376,12.5,12.5
562 Broad St,Breakfast Spot,Newark,US,40.74180603,-74.16905811,8.5,8.5
562 Broad St,Breakfast Spot,Newark,US,40.74180603,-74.16905811,10,10
562 Broad St,Breakfast Spot,Newark,US,40.74180603,-74.16905811,8.5,8.5
357 Us Highway 9,Chinese Restaurants,Englishtown,US,40.31333772,-74.30512905,12,12
Madison St,Pizza Place,Madison,US,36.25869691,-86.71407402,10,10
242 Harvard St,Restaurant,Brookline,US,42.341129,-71.120988,14,14
2001 Saint Charles Ave,American Restaurant,New Orleans,US,29.93543034,-90.07900715,4.95,4.95
2001 Saint Charles Ave,American Restaurant,New Orleans,US,29.93543034,-90.07900715,4.99,4.99
95 Mall Rd Burlington Mall Nordstrom Entrance,Restaurant,Burlington,US,42.4856233,-71.2118857,12.49,12.49
95 Mall Rd Burlington Mall Nordstrom Entrance,Restaurant,Burlington,US,42.4856233,-71.2118857,11.49,11.49
95 Mall Rd Burlington Mall Nordstrom Entrance,Restaurant,Burlington,US,42.4856233,-71.2118857,10.99,10.99
95 Mall Rd Burlington Mall Nordstrom Entrance,Restaurant,Burlington,US,42.4856233,-71.2118857,11.99,11.99
95 Mall Rd Burlington Mall Nordstrom Entrance,Restaurant,Burlington,US,42.4856233,-71.2118857,11.49,11.49
95 Mall Rd Burlington Mall Nordstrom Entrance,Restaurant,Burlington,US,42.4856233,-71.2118857,12.49,12.49
95 Mall Rd Burlington Mall Nordstrom Entrance,Restaurant,Burlington,US,42.4856233,-71.2118857,9.99,9.99
95 Mall Rd Burlington Mall Nordstrom Entrance,Restaurant,Burlington,US,42.4856233,-71.2118857,12.99,12.99
3770 Las Vegas Blvd S,Restaurant,Las Vegas,US,36.104416,-115.17607,14,14
1495 Union Ave,Pizza Place,Memphis,US,35.13593,-90.01149,8.95,8.95
15950 Eureka Rd,Mexican Restaurant,Southgate,US,42.1992749,-83.216983,9.99,9.99
15950 Eureka Rd,Mexican Restaurant,Southgate,US,42.1992749,-83.216983,9.99,9.99
2300 S 16th St,Deli / Bodega,Philadelphia,US,39.92231,-75.17348,6.95,6.95
2300 S 16th St,Deli / Bodega,Philadelphia,US,39.92231,-75.17348,6.95,6.95
2300 S 16th St,Deli / Bodega,Philadelphia,US,39.92231,-75.17348,3.95,3.95
2300 S 16th St,Deli / Bodega,Philadelphia,US,39.92231,-75.17348,1.5,1.5
2300 S 16th St,Deli / Bodega,Philadelphia,US,39.92231,-75.17348,6.95,6.95
2300 S 16th St,Deli / Bodega,Philadelphia,US,39.92231,-75.17348,3.95,3.95
2300 S 16th St,Deli / Bodega,Philadelphia,US,39.92231,-75.17348,3.95,3.95
2300 S 16th St,Deli / Bodega,Philadelphia,US,39.92231,-75.17348,1.25,1.25
2300 S 16th St,Deli / Bodega,Philadelphia,US,39.92231,-75.17348,1.75,1.75
2300 S 16th St,Deli / Bodega,Philadelphia,US,39.92231,-75.17348,6.95,6.95
18 Maple St,Greek Restaurant and Fast Food Restaurant,Danvers,US,42.565882,-70.936112,1.85,1.85
7559 Metropolitan Ave,Pizza Place,Middle Village,US,40.71322392,-73.87542844,2.5,2.5
7559 Metropolitan Ave,Pizza Place,Middle Village,US,40.71322392,-73.87542844,1.75,1.75
22 Warren St,Restaurant,New York,US,40.71432,-74.00777,14,14
22 Warren St,Restaurant,New York,US,40.71432,-74.00777,14,14
22 Warren St,Restaurant,New York,US,40.71432,-74.00777,14,14
22 Warren St,Restaurant,New York,US,40.71432,-74.00777,14,14
22 Warren St,Restaurant,New York,US,40.71432,-74.00777,14,14
22 Warren St,Restaurant,New York,US,40.71432,-74.00777,14,14
22 Warren St,Restaurant,New York,US,40.71432,-74.00777,14,14
22 Warren St,Restaurant,New York,US,40.71432,-74.00777,14,14
22 Warren St,Restaurant,New York,US,40.71432,-74.00777,14,14
22 Warren St,Restaurant,New York,US,40.71432,-74.00777,8,8
22 Warren St,Restaurant,New York,US,40.71432,-74.00777,14,14
1231 Park St,Sports Bar,Alameda,US,37.76190689,-122.2450572,23.99,9.99
1231 Park St,Sports Bar,Alameda,US,37.76190689,-122.2450572,23.99,9.99
1231 Park St,Sports Bar,Alameda,US,37.76190689,-122.2450572,23.99,9.99
1231 Park St,Sports Bar,Alameda,US,37.76190689,-122.2450572,23.99,9.99
1231 Park St,Sports Bar,Alameda,US,37.76190689,-122.2450572,23.99,9.99
1231 Park St,Sports Bar,Alameda,US,37.76190689,-122.2450572,23.99,9.99
1231 Park St,Sports Bar,Alameda,US,37.76190689,-122.2450572,23.99,9.99
1231 Park St,Sports Bar,Alameda,US,37.76190689,-122.2450572,23.99,9.99
1231 Park St,Sports Bar,Alameda,US,37.76190689,-122.2450572,23.99,9.99
1231 Park St,Sports Bar,Alameda,US,37.76190689,-122.2450572,23.99,9.99
1231 Park St,Sports Bar,Alameda,US,37.76190689,-122.2450572,8.99,8.99
1231 Park St,Sports Bar,Alameda,US,37.76190689,-122.2450572,23.99,9.99
153 11 Union Tpke,Sushi Restaurant,Flushing,US,40.719749,-73.80995,12.95,12.95
801 2nd Ave,restaurant,New York,US,40.7504272,-73.9722061,17,17
315 S College Mall Rd,Italian Restaurant,Bloomington,US,39.16349566,-86.497757,4,4
315 S College Mall Rd,Italian Restaurant,Bloomington,US,39.16349566,-86.497757,11,11
623 Highland Ave,Italian Restaurant,Connellsville,US,40.02406613,-79.59280639,6.99,6.99
1300 Raritan Rd,Gastropub,Clark,US,40.633867,-74.309443,13,13
1300 Raritan Rd,Gastropub,Clark,US,40.633867,-74.309443,13,13
Midway Airport,wich Place,Chicago,US,41.7876304,-87.7417593,5.55,5.55
12514 120th Ave N E,italian restaurant,Kirkland,US,47.7141111,-122.181,10,10
1201 16th St,Pizza Place,Denver,US,39.748593,-104.996471,12.95,12.95
1201 16th St,Pizza Place,Denver,US,39.748593,-104.996471,10.95,10.95
1201 16th St,Pizza Place,Denver,US,39.748593,-104.996471,12.95,12.95
1201 16th St,Pizza Place,Denver,US,39.748593,-104.996471,11.95,11.95
1201 16th St,Pizza Place,Denver,US,39.748593,-104.996471,12.95,12.95
1201 16th St,Pizza Place,Denver,US,39.748593,-104.996471,12.95,12.95
1201 16th St,Pizza Place,Denver,US,39.748593,-104.996471,12.95,12.95
Rt 114,American Restaurant,Danvers,US,42.5520956,-70.95789297,8.99,8.99
18607 Bothell Way N E,Restaurant,Bothell,US,47.762601,-122.208193,11,11
337 N Shore Dr,American Restaurant,Pittsburgh,US,40.44582032,-80.01054704,17.99,7.99
337 N Shore Dr,American Restaurant,Pittsburgh,US,40.44582032,-80.01054704,17.99,7.99
337 N Shore Dr,American Restaurant,Pittsburgh,US,40.44582032,-80.01054704,17.99,7.99
337 N Shore Dr,American Restaurant,Pittsburgh,US,40.44582032,-80.01054704,17.99,7.99
337 N Shore Dr,American Restaurant,Pittsburgh,US,40.44582032,-80.01054704,17.99,7.99
337 N Shore Dr,American Restaurant,Pittsburgh,US,40.44582032,-80.01054704,17.99,7.99
337 N Shore Dr,American Restaurant,Pittsburgh,US,40.44582032,-80.01054704,17.99,7.99
337 N Shore Dr,American Restaurant,Pittsburgh,US,40.44582032,-80.01054704,4.95,4.95
337 N Shore Dr,American Restaurant,Pittsburgh,US,40.44582032,-80.01054704,17.99,7.99
337 N Shore Dr,American Restaurant,Pittsburgh,US,40.44582032,-80.01054704,10,10
337 N Shore Dr,American Restaurant,Pittsburgh,US,40.44582032,-80.01054704,19.99,9.99
337 N Shore Dr,American Restaurant,Pittsburgh,US,40.44582032,-80.01054704,17.99,7.99
458 9th Ave,Burger Joint and Cupcake Shop,New York,US,40.75452836,-73.995624,16.95,9.5
458 9th Ave,Burger Joint and Cupcake Shop,New York,US,40.75452836,-73.995624,15.95,8.5
458 9th Ave,Burger Joint and Cupcake Shop,New York,US,40.75452836,-73.995624,15.95,8.5
458 9th Ave,Burger Joint and Cupcake Shop,New York,US,40.75452836,-73.995624,16.95,9.5
458 9th Ave,Burger Joint and Cupcake Shop,New York,US,40.75452836,-73.995624,17.95,10.5
458 9th Ave,Burger Joint and Cupcake Shop,New York,US,40.75452836,-73.995624,15.95,8.5
458 9th Ave,Burger Joint and Cupcake Shop,New York,US,40.75452836,-73.995624,17.95,10.5
458 9th Ave,Burger Joint and Cupcake Shop,New York,US,40.75452836,-73.995624,17.95,10.5
458 9th Ave,Burger Joint and Cupcake Shop,New York,US,40.75452836,-73.995624,17.95,10.5
6607 Glenway Ave,Pizza Place and Italian Restaurant,Cincinnati,US,39.15657,-84.630101,4.39,4.39
708 Jersey Ave,Restaurant,Hoboken,US,40.729038,-74.044874,14,14
715 Lenoir Rhyne Blvd S E,Mexican Restaurant,Hickory,US,35.72376469,-81.32007122,8.8,8.8
1125 H St NE,Asian Restaurant,Washington,US,38.9001696,-76.9902978,8,8
267 S 19th St,Italian Restaurant Rittenhouse Square,Philadelphia,US,39.948228,-75.172549,5,5
3401 Esperanza Xing,Pizza,Austin,US,30.40052,-97.72676,116.99,116.99
3401 Esperanza Xing,Pizza,Austin,US,30.40052,-97.72676,14.29,14.29
3401 Esperanza Xing,Pizza,Austin,US,30.40052,-97.72676,12.49,12.49
233 Broadway,Restaurant,New York,US,40.712266,-74.007918,10,10
302 E 12th St,Restaurant,New York,US,40.7306862,-73.9854965,10.95,10.95
302 E 12th St,Restaurant,New York,US,40.7306862,-73.9854965,16.95,16.95
4999 Old Orchard Shopping Ctr,Italian Restaurant,Skokie,US,42.05731867,-87.74851122,5.95,5.95
73722 El Paseo,italian restaurant,Palm Desert,US,33.719958,-116.378539,11,11
1720 E Sternberg Rd,Pizza Place,Fruitport,US,43.15464555,-86.20251463,9.99,9.99
1 Seascape Resort Dr,Restaurant,Aptos,US,36.951958,-121.878676,12,12
109 W County Ctr,Pizza Place,Saint Louis,US,38.60194477,-90.44655146,116.99,116.99
109 W County Ctr,Pizza Place,Saint Louis,US,38.60194477,-90.44655146,16.29,16.29
109 W County Ctr,Pizza Place,Saint Louis,US,38.60194477,-90.44655146,12.49,12.49
16049 Johnson Rd,pizza place,Charlotte,US,35.02941614,-80.85045251,20.99,20.99
16049 Johnson Rd,pizza place,Charlotte,US,35.02941614,-80.85045251,12,12
16049 Johnson Rd,pizza place,Charlotte,US,35.02941614,-80.85045251,21,21
1788 Main St W,American Restaurant,Locust,US,35.25537535,-80.452548,6.49,6.49
700 Main St,Bagel Shop,Nashville,US,36.17451746,-86.7605567,5,5
1514 Us 41,Restaurant,Schererville,US,41.495491,-87.470989,12,12
1514 Us 41,Restaurant,Schererville,US,41.495491,-87.470989,13,13
1514 Us 41,Restaurant,Schererville,US,41.495491,-87.470989,13,13
1514 Us 41,Restaurant,Schererville,US,41.495491,-87.470989,13,13
1514 Us 41,Restaurant,Schererville,US,41.495491,-87.470989,13,13
1514 Us 41,Restaurant,Schererville,US,41.495491,-87.470989,13,13
1514 Us 41,Restaurant,Schererville,US,41.495491,-87.470989,12,12
1514 Us 41,Restaurant,Schererville,US,41.495491,-87.470989,13,13
1514 Us 41,Restaurant,Schererville,US,41.495491,-87.470989,13,13
18 Auburn Way S,Take Out Restaurants,Auburn,US,47.30715113,-122.2253753,8,8
186 Hillside Ave,Restaurant,Milford,US,41.220893,-73.005318,5.95,5.95
216 Townsend St,Restaurant,San Francisco,US,37.778633,-122.393319,18,18
300 E Grand Ave,American Restaurant,Chickasha,US,35.02899335,-97.93078473,12,12
300 E Grand Ave,American Restaurant,Chickasha,US,35.02899335,-97.93078473,13,13
300 E Grand Ave,American Restaurant,Chickasha,US,35.02899335,-97.93078473,12,12
& The Embarcadero,Seafood Restaurant,San Francisco,US,37.79932696,-122.3973175,13,13
& The Embarcadero,Seafood Restaurant,San Francisco,US,37.79932696,-122.3973175,14,14
& The Embarcadero,Seafood Restaurant,San Francisco,US,37.79932696,-122.3973175,5,5
& The Embarcadero,Seafood Restaurant,San Francisco,US,37.79932696,-122.3973175,13,13
& The Embarcadero,Seafood Restaurant,San Francisco,US,37.79932696,-122.3973175,13,13
& The Embarcadero,Seafood Restaurant,San Francisco,US,37.79932696,-122.3973175,14,14
3500 E Main St,Restaurant,Farmington,US,36.74987198,-108.1603169,12.95,12.95
1504 Old Country Rd,Greek Restaurant,Westbury,US,40.74672753,-73.59584708,9.95,9.95
1504 Old Country Rd,Greek Restaurant,Westbury,US,40.74672753,-73.59584708,9.95,9.95
4746 Vernon Blvd,Italian Restaurant,Long Island City,US,40.74425041,-73.95362487,11.95,11.95
4746 Vernon Blvd,Italian Restaurant,Long Island City,US,40.74425041,-73.95362487,23.95,23.95
4746 Vernon Blvd,Italian Restaurant,Long Island City,US,40.74425041,-73.95362487,24.95,24.95
305 W Fm 1382,Italian Restaurant,Cedar Hill,US,32.60322934,-96.94112778,6.49,6.49
10880 N 32nd St,Gluten-free Restaurant and Bakery,Phoenix,US,33.585795,-112.013289,5.99,5.99
10880 N 32nd St,Gluten-free Restaurant and Bakery,Phoenix,US,33.585795,-112.013289,6.99,6.99
10880 N 32nd St,Gluten-free Restaurant and Bakery,Phoenix,US,33.585795,-112.013289,5.99,5.99
305 E Harrison St,American Restaurant,Lakeview,US,40.482773,-83.92229,14,14
8136 W 3rd St,Motion Picture Producers & Studios,Los Angeles,US,34.072135,-118.366983,9.95,9.95
15740 Aurora Ave N,Korean Restaurants,Seattle,US,47.744408,-122.34544,1.2,1.2
551 E Laburnum Ave,Pizza Place,Richmond,US,37.5856,-77.424484,20.99,20.99
551 E Laburnum Ave,Pizza Place,Richmond,US,37.5856,-77.424484,12,12
551 E Laburnum Ave,Pizza Place,Richmond,US,37.5856,-77.424484,21,21
12274 Rockville Pike,Italian Restaurants,Rockville,US,39.057884,-77.12069,17.5,17.5
12274 Rockville Pike,Italian Restaurants,Rockville,US,39.057884,-77.12069,18.5,18.5
12274 Rockville Pike,Italian Restaurants,Rockville,US,39.057884,-77.12069,12,12
12274 Rockville Pike,Italian Restaurants,Rockville,US,39.057884,-77.12069,21.5,21.5
12274 Rockville Pike,Italian Restaurants,Rockville,US,39.057884,-77.12069,18.5,18.5
12274 Rockville Pike,Italian Restaurants,Rockville,US,39.057884,-77.12069,21.5,21.5
12274 Rockville Pike,Italian Restaurants,Rockville,US,39.057884,-77.12069,17.5,17.5
12274 Rockville Pike,Italian Restaurants,Rockville,US,39.057884,-77.12069,21.5,21.5
12274 Rockville Pike,Italian Restaurants,Rockville,US,39.057884,-77.12069,14.5,14.5
8001 N Port Washington Rd,Italian Restaurant,Milwaukee,US,43.162429,-87.91198075,7.75,7.75
1250 W Lake St,Hot Dog Joint,Addison,US,41.94476156,-88.01763178,13.95,10.95
1250 W Lake St,Hot Dog Joint,Addison,US,41.94476156,-88.01763178,2.75,2.75
1250 W Lake St,Hot Dog Joint,Addison,US,41.94476156,-88.01763178,3,3
1250 W Lake St,Hot Dog Joint,Addison,US,41.94476156,-88.01763178,5.5,5.5
10401 Us 441,Italian Restaurant,Belleview,US,29.07113559,-82.07051306,16.5,16.5
10401 Us 441,Italian Restaurant,Belleview,US,29.07113559,-82.07051306,18.5,18.5
10401 Us 441,Italian Restaurant,Belleview,US,29.07113559,-82.07051306,14.5,14.5
10401 Us 441,Italian Restaurant,Belleview,US,29.07113559,-82.07051306,17.5,17.5
684 King George Rd,American Restaurant,Fords,US,40.53234323,-74.30763611,4.95,4.95
6 Bessom St,Sandwich Place,Marblehead,US,42.50031408,-70.85926875,2.5,2.5
5000 Kahala Ave,Restaurant,Honolulu,US,21.271709,-157.77395,10,10
2800 Routh St,Restaurant,Dallas,US,32.798929,-96.803516,3.75,3.75
1101 Filbert St,Fried Chicken Joint,Philadelphia,US,39.952679,-75.158251,1,1
3960 Commercial St S E,Mexican Restaurant Morningside,Salem,US,44.90242601,-123.0396652,4.95,4.95
3960 Commercial St S E,Mexican Restaurant Morningside,Salem,US,44.90242601,-123.0396652,4.95,4.95
3960 Commercial St S E,Mexican Restaurant Morningside,Salem,US,44.90242601,-123.0396652,4.95,4.95
3960 Commercial St S E,Mexican Restaurant Morningside,Salem,US,44.90242601,-123.0396652,4.95,4.95
3960 Commercial St S E,Mexican Restaurant Morningside,Salem,US,44.90242601,-123.0396652,4.95,4.95
3960 Commercial St S E,Mexican Restaurant Morningside,Salem,US,44.90242601,-123.0396652,4.95,4.95
1500 N Clybourn Ave,American Restaurant,Chicago,US,41.908528,-87.646393,6.5,6.5
5655 Manitou Rd,Italian Restaurant and Pizza Place,Excelsior,US,44.90125519,-93.58864255,1.5,1.5
5655 Manitou Rd,Italian Restaurant and Pizza Place,Excelsior,US,44.90125519,-93.58864255,12.5,12.5
5655 Manitou Rd,Italian Restaurant and Pizza Place,Excelsior,US,44.90125519,-93.58864255,9.95,9.95
5655 Manitou Rd,Italian Restaurant and Pizza Place,Excelsior,US,44.90125519,-93.58864255,6.95,6.95
5655 Manitou Rd,Italian Restaurant and Pizza Place,Excelsior,US,44.90125519,-93.58864255,12.5,12.5
5655 Manitou Rd,Italian Restaurant and Pizza Place,Excelsior,US,44.90125519,-93.58864255,4.75,4.75
5655 Manitou Rd,Italian Restaurant and Pizza Place,Excelsior,US,44.90125519,-93.58864255,10.95,10.95
600 George Washington Hwy,Bar,Lincoln,US,41.93478118,-71.48750067,8,8
50 N Valle Verde Dr,Asian Restaurant,Henderson,US,36.030186,-115.06311,10,10
3558 W Pinhook Rd,Mexican Restaurant,Lafayette,US,30.16026623,-91.9915483,4.25,4.25
293 Saint Georges Ave,Diner,Rahway,US,40.595734,-74.29025,22,22
293 Saint Georges Ave,Diner,Rahway,US,40.595734,-74.29025,9,9
134 N Wayne Ave,Restaurant,Wayne,US,40.045304,-75.388245,19,19
134 N Wayne Ave,Restaurant,Wayne,US,40.045304,-75.388245,12,12
134 N Wayne Ave,Restaurant,Wayne,US,40.045304,-75.388245,9,9
134 N Wayne Ave,Restaurant,Wayne,US,40.045304,-75.388245,12,12
134 N Wayne Ave,Restaurant,Wayne,US,40.045304,-75.388245,11,11
1 Station Plz,Restaurant,Rye,US,40.986231,-73.678849,12,12
1 Station Plz,Restaurant,Rye,US,40.986231,-73.678849,10,10
5300 N Braeswood Blvd,Pizza Place and Italian Restaurant Meyerland Area,Houston,US,29.67904,-95.47744,14.99,10.99
5300 N Braeswood Blvd,Pizza Place and Italian Restaurant Meyerland Area,Houston,US,29.67904,-95.47744,14.99,10.99
1716 Liberty Rd,American Restaurant,Sykesville,US,39.399492,-76.934053,9,9
1716 Liberty Rd,American Restaurant,Sykesville,US,39.399492,-76.934053,8,8
4100 Crain Hwy,Restaurants,Bowie,US,38.94743,-76.71815,6.99,6.99
9749 N E 119th Way,Wine Bar,Kirkland,US,47.7067,-122.2117319,8,8
9749 N E 119th Way,Wine Bar,Kirkland,US,47.7067,-122.2117319,9,9
9749 N E 119th Way,Wine Bar,Kirkland,US,47.7067,-122.2117319,8.5,8.5
15080 Idlewild Rd,Italian Restaurant and Pizza Place,Matthews,US,35.12226018,-80.65446284,15.95,15.95
15080 Idlewild Rd,Italian Restaurant and Pizza Place,Matthews,US,35.12226018,-80.65446284,15.95,15.95
15080 Idlewild Rd,Italian Restaurant and Pizza Place,Matthews,US,35.12226018,-80.65446284,14.95,14.95
15080 Idlewild Rd,Italian Restaurant and Pizza Place,Matthews,US,35.12226018,-80.65446284,14.95,14.95
15080 Idlewild Rd,Italian Restaurant and Pizza Place,Matthews,US,35.12226018,-80.65446284,16.95,16.95
15080 Idlewild Rd,Italian Restaurant and Pizza Place,Matthews,US,35.12226018,-80.65446284,16.95,16.95
1515 Pease St,Restaurant Management & Consultants,Houston,US,29.749113,-95.364468,9,9
1515 Pease St,Restaurant Management & Consultants,Houston,US,29.749113,-95.364468,9,9
440 Park Ave S,Restaurant,New York,US,40.744049,-73.983838,118.99,118.99
440 Park Ave S,Restaurant,New York,US,40.744049,-73.983838,15.49,15.49
150 Laishley Ct,Restaurant,Punta Gorda,US,26.938991,-82.050733,12,12
78 Speedwell Ave,Chinese Restaurant,Morristown,US,40.800338,-74.482058,9,9
78 Speedwell Ave,Chinese Restaurant,Morristown,US,40.800338,-74.482058,9,9
584 Amsterdam Ave,Restaurant,New York,US,40.789205,-73.973906,12.5,12.5
584 Amsterdam Ave,Restaurant,New York,US,40.789205,-73.973906,9.95,9.95
